Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto,Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2000","2000","%","21.02","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2001","2001","1000 ha","103","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2001","2001","%","21.02","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2002","2002","1000 ha","103","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2002","2002","%","21.02","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2003","2003","1000 ha","103","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2003","2003","%","20.6","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2004","2004","1000 ha","103","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2004","2004","%","20.6","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2005","2005","1000 ha","103","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2005","2005","%","21.02","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2006","2006","1000 ha","103","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2006","2006","%","20.4","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2007","2007","1000 ha","102","X","Cifra de fuentes internacionales",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2007","2007","%","20.4","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2008","2008","1000 ha","102","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2008","2008","%","20.4","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2009","2009","1000 ha","102","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2009","2009","%","19.25","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2010","2010","1000 ha","102","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2010","2010","%","18.89","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2011","2011","1000 ha","102","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2011","2011","%","18.65","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2012","2012","1000 ha","102","X","Cifra de fuentes internacionales",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2012","2012","%","18.65","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2013","2013","1000 ha","113.5","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2013","2013","%","20.6","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2014","2014","1000 ha","125","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2014","2014","%","22.69","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2015","2015","1000 ha","136.5","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2015","2015","%","23.84","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2016","2016","1000 ha","148","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2016","2016","%","25.65","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2017","2017","1000 ha","159.6","X","Cifra de fuentes internacionales",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2017","2017","%","27.47","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2018","2018","1000 ha","159.6","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2018","2018","%","27.4","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2019","2019","1000 ha","159.6","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2019","2019","%","27.71","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2020","2020","1000 ha","159.6","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2020","2020","%","27.24","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2021","2021","1000 ha","159.6","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","2021","2021","%","26.12","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6671","Agricultura bajo agricultura orgánica","2005","2005","1000 ha","9.8","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6671","Agricultura bajo agricultura orgánica","2005","2005","%","0.54","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6671","Agricultura bajo agricultura orgánica","2006","2006","1000 ha","10.7","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6671","Agricultura bajo agricultura orgánica","2006","2006","%","0.59","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6671","Agricultura bajo agricultura orgánica","2007","2007","1000 ha","7.9","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6671","Agricultura bajo agricultura orgánica","2007","2007","%","0.44","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6671","Agricultura bajo agricultura orgánica","2008","2008","1000 ha","8","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6671","Agricultura bajo agricultura orgánica","2008","2008","%","0.45","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6671","Agricultura bajo agricultura orgánica","2009","2009","1000 ha","8.1","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6671","Agricultura bajo agricultura orgánica","2009","2009","%","0.45","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6671","Agricultura bajo agricultura orgánica","2010","2010","1000 ha","11.1","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6671","Agricultura bajo agricultura orgánica","2010","2010","%","0.61","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6671","Agricultura bajo agricultura orgánica","2011","2011","1000 ha","9.7","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6671","Agricultura bajo agricultura orgánica","2011","2011","%","0.53","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6671","Agricultura bajo agricultura orgánica","2012","2012","1000 ha","9.4","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6671","Agricultura bajo agricultura orgánica","2012","2012","%","0.52","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6671","Agricultura bajo agricultura orgánica","2013","2013","1000 ha","7.4","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6671","Agricultura bajo agricultura orgánica","2013","2013","%","0.41","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6671","Agricultura bajo agricultura orgánica","2014","2014","1000 ha","7.8","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6671","Agricultura bajo agricultura orgánica","2014","2014","%","0.44","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6671","Agricultura bajo agricultura orgánica","2015","2015","1000 ha","7.8","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6671","Agricultura bajo agricultura orgánica","2015","2015","%","0.44","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6671","Agricultura bajo agricultura orgánica","2016","2016","1000 ha","7.9","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6671","Agricultura bajo agricultura orgánica","2016","2016","%","0.44","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6671","Agricultura bajo agricultura orgánica","2017","2017","1000 ha","8.7","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6671","Agricultura bajo agricultura orgánica","2017","2017","%","0.49","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6671","Agricultura bajo agricultura orgánica","2018","2018","1000 ha","8.96","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6671","Agricultura bajo agricultura orgánica","2018","2018","%","0.5","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6671","Agricultura bajo agricultura orgánica","2019","2019","1000 ha","8.83","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6671","Agricultura bajo agricultura orgánica","2019","2019","%","0.5","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6671","Agricultura bajo agricultura orgánica","2020","2020","1000 ha","11.46","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6671","Agricultura bajo agricultura orgánica","2020","2020","%","0.64","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6671","Agricultura bajo agricultura orgánica","2021","2021","1000 ha","10.2997","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6671","Agricultura bajo agricultura orgánica","2021","2021","%","0.57","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6672","Agricultura bajo agricultura orgánica certificada","2008","2008","1000 ha","8","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6672","Agricultura bajo agricultura orgánica certificada","2009","2009","1000 ha","8.1","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6672","Agricultura bajo agricultura orgánica certificada","2010","2010","1000 ha","11.1","A","Cifra oficial",""
