Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5318","Reses lecheras","02292","Leche cruda de cabra","2015","2015","Cabeza","70000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5420","Rendimiento","02292","Leche cruda de cabra","2016","2016","100 g/Cabeza","2857","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","02292","Leche cruda de cabra","2016","2016","toneladas","20000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5318","Reses lecheras","02292","Leche cruda de cabra","2016","2016","Cabeza","70000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5420","Rendimiento","02292","Leche cruda de cabra","2017","2017","100 g/Cabeza","1885","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","02292","Leche cruda de cabra","2017","2017","toneladas","10369","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5318","Reses lecheras","02292","Leche cruda de cabra","2017","2017","Cabeza","55000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5420","Rendimiento","02292","Leche cruda de cabra","2018","2018","100 g/Cabeza","2274","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","02292","Leche cruda de cabra","2018","2018","toneladas","14100","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5318","Reses lecheras","02292","Leche cruda de cabra","2018","2018","Cabeza","62000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5420","Rendimiento","02292","Leche cruda de cabra","2019","2019","100 g/Cabeza","2434","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","02292","Leche cruda de cabra","2019","2019","toneladas","14605","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5318","Reses lecheras","02292","Leche cruda de cabra","2019","2019","Cabeza","60000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5420","Rendimiento","02292","Leche cruda de cabra","2020","2020","100 g/Cabeza","2543","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","02292","Leche cruda de cabra","2020","2020","toneladas","15510","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5318","Reses lecheras","02292","Leche cruda de cabra","2020","2020","Cabeza","61000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5420","Rendimiento","02292","Leche cruda de cabra","2021","2021","100 g/Cabeza","2459","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","02292","Leche cruda de cabra","2021","2021","toneladas","15583","A","Cifra oficial",""
